date,PPC_Brand_Spend,PPC_Generic_Spend,Display_Spend,Social_Spend,TV_Spend,OOH_Spend,Meta_Spend,Yahoo_Spend,competitor_spend,google_trend_competitor,opportunities,sales
2020-08-17,15412.334575252906,6072.258445207487,6439.148420512573,4757.110529952933,29918.201319605567,15611.606320596085,13785.542325155591,4415.832399909608,44347.26714208465,31.737352867305557,1864.7816355970774,221.07398504663635
2020-08-24,13191.33353485605,6007.697067728834,6291.747044319791,4209.191352882673,30688.984112233073,15747.996114114638,12969.958058388007,3929.132227054099,63565.26224383784,31.665188057135644,1870.2710468609755,231.05603176289472
2020-08-31,13996.595303262691,6791.0304130351715,11652.084867401678,4049.6204681595505,34403.78147146478,17898.847290836697,23552.08526522859,3189.0864008573258,46301.52388828979,29.847294506842417,1956.6656469051943,236.29701352278502
2020-09-07,15325.491550203784,7006.6473911824105,9457.448722100244,4695.626507599274,34451.716146691004,15212.469851893578,29026.4165042275,3544.776363668889,43319.37545706837,46.25455149452681,2165.7878169568057,249.374101162516
2020-09-14,13900.021620645173,7122.317682297539,8717.55130178997,5934.431205622037,37932.684410469046,13546.61870806151,19436.1547763106,3473.126280452414,51866.09398262003,46.345035770079576,2289.605697675655,263.4313495332185
2020-09-21,11892.391460208817,7331.634062216108,7820.14434215181,4765.746087323376,41247.27611571503,13808.618652869945,13646.731913594882,3405.2415702412877,37433.23226215013,57.23637208747906,2342.1561778916625,290.0392203081943
2020-09-28,10730.823197197693,7873.599010729313,8989.1735105995,5715.122273605502,35946.78897791925,15758.700006833435,10163.023168809872,3490.411108059528,45426.44867750723,51.52308020852168,2250.6845558536297,279.65002012948975
2020-10-05,11967.916295698618,7208.433044848883,7964.120544916992,7232.773485031952,29349.879741506717,13183.594312930127,9992.401226443604,2792.4016637141103,54932.509912523405,53.17667443720659,2417.150634322901,292.64134996198595
2020-10-12,13005.383828364644,8467.292140696947,9069.309852041884,7283.703241110034,38656.80392386736,11191.731024544662,17193.77550259354,2527.8814337266053,44480.12949890546,52.0975314197146,2507.7044227629244,312.89018450099115
2020-10-19,13445.62229158921,9483.062895392566,8119.623597782437,8071.3365992171075,39734.787094832755,13442.344099635939,14191.704855488108,2317.512600780605,37838.6998823856,38.0970466596267,2205.618198845825,273.12706265383184
2020-10-26,11948.925241268409,18045.272803826414,8251.848818423594,7514.808728761246,31953.542787418563,12618.89918927006,12100.29643447878,1884.6033588005705,43253.17725959602,51.90434377781266,2361.779622831777,288.882584575651
2020-11-02,12417.266190867409,15802.973151565291,7516.290229815704,7775.570678136469,31225.284547572875,12263.666356997535,10330.955474917982,1836.257779498767,52045.28962596349,50.4422461659908,2431.2566065553156,284.4603008767685
2020-11-09,12674.49862788581,14294.744279721186,8640.776863229214,6696.757799912194,36630.78748664979,17919.75940870445,17111.454813880166,2158.368433952857,46724.53724073105,56.32514268985632,2615.797778356567,327.7471634110468
2020-11-16,13148.805656611377,16794.665308129697,10825.208632101407,5609.122864900929,35613.81003480143,14447.410455267851,12062.885572342013,2076.320924936369,41379.13957398483,49.043884372192586,2524.313962167097,307.2080869177178
2020-11-23,14751.551656747955,14720.025127390843,10596.023626233637,7450.182272847249,33742.85245319185,13391.15850340073,9975.281005821196,1657.3240125911148,42019.68542414386,47.916352445115955,2541.3272175950538,301.8725559145135
2020-11-30,14918.890778619612,13399.376906118105,10440.140178779024,12828.086310439288,40591.22591916266,14020.611949496995,7562.3642603839935,1384.3209543727323,42550.53645829163,41.39826307670592,2532.8571676067577,298.59670007036857
2020-12-07,16120.626931358627,12163.350020952214,9372.369257117949,10814.184717281369,33730.899358063405,11569.695309925626,7091.641330560864,1801.0537842433212,46655.1014975839,53.006598323471884,2672.9697599031874,322.8106414404934
2020-12-14,16016.406908830828,11240.172119627487,9815.947095310881,8638.433270156118,30413.84218794089,13421.468025786626,6947.704448385516,1723.906828074489,51443.396342172484,54.89655343838291,2722.6777478803187,313.3528570669306
2020-12-21,16664.420740055244,10584.818861305806,8659.832822083106,7413.515834828336,31635.120034648207,10959.88668797952,5762.294762465839,1563.9538207770931,49994.089630456736,56.85367096415344,2665.2494310309166,325.4273179265329
2020-12-28,18136.62853164838,10791.777763026514,8715.280072204308,7737.422485917259,32643.73562779167,9439.365772229201,5499.942732047999,2763.8783231448697,47099.56229979606,66.34840994816258,2826.99167583884,331.6104345831086
2021-01-04,15186.824410436768,12232.27899001051,10075.803983851183,7381.61580874055,33184.74750138691,10989.58405282953,4872.364666444064,1928.7451452393361,39389.44999267337,72.32945833372224,2871.825761976412,347.58395630776374
2021-01-11,15793.973216792025,14115.03364859221,12647.858424413054,8094.841168808481,34645.22259368912,10177.004336116479,4520.24877626329,2171.715139657615,39404.07504016416,73.98630695606808,2863.7888006489047,339.4816933790033
2021-01-18,16197.245919720131,15147.58563630018,17529.768707991174,8570.398457525142,32128.859783806984,8697.554899513834,3983.2940634995803,1898.8173824507342,47464.76716376343,57.81522678855477,2617.970485678674,312.0411085796432
2021-01-25,16416.752401627906,14519.396743054487,14385.231067989187,15549.411091794711,31110.287858485834,8119.40639862204,4869.613255831372,2167.8147162218224,39335.02644083166,50.68674847471034,2540.56980863,298.81309805347945
2021-02-01,17588.02049874343,17386.34231200891,16051.557864275712,12413.948815255862,27349.9090164177,9185.914298191665,5408.509647419582,2038.738874706501,43996.3109194487,42.51829369167746,2423.997141961106,289.58982158588634
2021-02-08,23102.122479828144,19285.262009269452,14842.02840003966,12394.152626718082,25683.81170447252,9976.545541814343,5437.799821523893,2339.3480576800175,46389.7038298024,49.834904502348365,2547.1474946966787,320.7727357317402
2021-02-15,21076.310870707857,18588.432955908036,13337.172109178611,8863.153891848582,24366.52372031504,7928.873590110012,6500.001969695774,2252.786096982745,40161.26967246931,51.23313913587911,2508.82956536316,312.1400248599683
2021-02-22,25063.119838862738,17132.39744715836,13206.129612532985,7908.514861469119,23465.614927462655,7438.065733329702,5659.251331900998,2396.996941678136,40619.012953393285,39.86241183965853,2294.2432665930323,278.1450236311275
2021-03-01,20636.093540876605,18755.20880231064,22318.49727440665,8318.079431610937,24110.296563084496,7210.419940484838,7665.512373764435,2495.6363825747094,44578.44219498083,40.379975767637006,2375.6217129418246,284.87225142849934
2021-03-08,21581.56314475393,18995.900548982358,17302.331577520796,8575.944653990751,23574.047192465023,6189.271553666687,6371.076976002962,2575.9982503408614,47324.47097700568,30.351081928359378,2158.7433515999123,265.80281171753256
2021-03-15,23762.495640109108,15661.798402838493,13573.325170351998,6224.155478780183,21578.059466468436,11266.591038414163,6050.986199356884,2589.356700971279,50039.583729629165,33.85561363812942,2215.5786427231583,274.90920027963944
2021-03-22,26759.4747919737,16189.678907208849,10129.276136806071,5672.206577492065,18190.5134274412,9316.264696681965,5478.271085404581,2467.1713145014132,47816.35966017539,23.841510878606055,1967.105465038909,229.4141087470088
2021-03-29,29440.20424340366,17056.686648279618,8090.78316319636,11547.111557340564,17922.665007401174,9464.882786425058,5711.600961597305,3150.4980005134666,45332.67837120378,33.303828649961744,2110.6971069651795,252.6641418947639
2021-04-05,31669.896229647726,15183.856328659505,8941.117606460206,9047.978402447328,17424.095151830465,9691.602057993503,6299.232535536993,2679.8491927852992,41764.34622444173,39.666763928241984,2137.699574003829,241.94828304391487
2021-04-12,28924.174034825428,15845.600744094154,8381.456216234048,7325.908809471091,17479.588349442663,8245.078650986326,6088.685704615616,2738.743179006094,40429.98813513853,56.99699908936864,2384.8040262285763,295.1613000295163
2021-04-19,26811.467531938037,13187.708877693976,7595.584989460153,5994.854298295067,22238.163980115056,7596.492074967809,7601.464638226709,2828.6337857188933,42758.78968594593,62.380585587473654,2440.254516128449,309.3507359970207
2021-04-26,29742.55817297976,16112.568848468063,7524.507640048432,5095.842609958027,18726.937649436655,8092.47174587403,7431.944692596463,3074.9136742645965,46883.042751362926,56.5211544233989,2350.214656018236,282.666419719173
2021-05-03,27845.415004953316,17865.80906003362,8075.901243582031,4918.248691148055,18788.804599753345,7351.197979554982,7485.211479053465,2981.8756816228747,46540.591180846306,61.761484284915,2387.492430475596,269.4990106578474
2021-05-10,23204.1175847104,15686.763480620828,7723.250033995131,4465.468782965027,20421.381207614068,8064.643970445213,6646.816802532442,3239.3395273968254,36476.648590132434,48.22787638037057,2214.309200172347,270.5882281532979
2021-05-17,20732.999218303466,15248.14199108873,6678.4979020965575,4272.09844452199,19298.649008182685,8020.284405737045,7345.791798876449,3264.4613097727024,41599.7761791383,40.88252027484777,2023.5570870264223,235.594137113978
2021-05-24,19518.96441618185,10539.933334186428,7504.505772774272,4192.434311905672,24528.558258363963,7308.929959165213,7465.2606377173215,2797.531960098811,50760.2336023593,45.371156476479094,2092.7456202210456,245.82267889320977
2021-05-31,21930.982415019826,17034.63173841659,8332.933986110493,3772.739282199573,20894.722313912556,7011.176275420155,13044.343743615325,3088.549378393917,45357.88333094034,29.030927879199858,1850.3961373804784,227.06014760398543
2021-06-07,22321.825300688484,14085.238816710598,7738.8552580467085,4072.2678918361376,20717.86900332891,9269.61542212912,10369.907353830318,2901.2137605524085,39054.636376122304,32.92745602388882,1856.551031397191,224.8225567717647
2021-06-14,23719.471288202792,11142.02018304526,7733.318465698275,5706.665420394963,18243.28770140247,9336.24203713479,13710.112622281727,2592.4970903699905,56954.03892541857,28.179858482163688,1890.901065356849,223.00325764011305
2021-06-21,21207.390556036582,11658.626113201475,7917.050305184954,4063.718865405257,17980.36582504561,11849.15976598297,11711.561695731003,3022.5822127311976,44869.95048826848,33.354343226957056,1993.910227554965,234.0723822457825
2021-06-28,20781.490403352273,13786.96628540431,7882.23899708125,4219.4135598430585,19445.061733563467,10875.773394465818,9267.596205127478,3482.9717680523117,46763.16805512799,28.06158371718754,1913.2431320713292,230.59586429032618
2021-07-05,21302.868211905734,10353.361980256843,7357.180546824579,3827.5086063063227,22350.53696845105,11527.279884540689,8804.464891528864,3828.2173034409893,46834.25901591964,35.84325207339154,2012.6932810700257,238.24746930830412
2021-07-12,19004.487726815114,8834.965831379384,7007.516075726647,4260.701499181388,23371.20339466535,15662.308498135368,9276.145011265504,4072.442421355849,43375.85470790661,38.82922104805235,2022.7065251022073,233.8508859434408
2021-07-19,19002.767756525234,8960.776133885824,6726.664670102738,4337.2409454694025,27418.378073587668,12833.260954517751,10371.327202067165,3120.331738574039,41842.18836585773,52.26630417349252,2207.289063826808,262.2141822073901
2021-07-26,16329.744899086983,10563.16128810398,5407.6966550249845,4845.39746024962,26328.02820589978,10339.817983906358,11204.789738182531,2786.8472178861593,55635.97299051052,51.866919611606995,2243.3611549931843,271.9200795852236
2021-08-02,15086.458649276608,8301.569974638365,5848.834538214248,9996.392327409447,25377.089045240733,13337.325162349633,11974.995987942371,3823.6395326868587,49748.63752174986,45.344393249593864,2174.6880038652457,259.5377327292724
2021-08-09,14077.535108769862,8419.846418453993,4840.55894538346,8029.391941294258,36307.276074910646,12349.980265482269,10664.15101452867,3229.112104262267,48854.97471680536,44.30042775305683,2088.7898125198844,239.34670871640063
2021-08-16,12032.822640546638,10224.1187726301,4618.051751516457,7927.048881233538,35333.689164769195,13063.577584042767,19981.52582119142,3482.2955952215284,47669.482293521316,34.686451026311616,2036.5310902230717,252.2962477977729
2021-08-23,13128.100236556502,7634.215803668468,5821.804715964757,5271.436768492913,30872.984705756775,12756.19251461358,14357.978440525738,3083.455480479771,40704.17840669437,40.998258858692814,2008.8064441534627,219.14628180286886
2021-08-30,12249.00853087526,6605.440626029085,6480.033858853694,6601.092860921991,28803.26357174531,13992.0416233787,11861.506171990424,3073.710792006855,51132.254875174694,47.51740905747643,2090.5193411369655,247.29139969620837
2021-09-06,12290.790646466705,6682.705051772292,7611.765171075679,6724.153273072235,27101.675632382496,12880.175513871836,10018.759660143716,2768.4839614073844,41361.44736760892,67.76749553952368,2489.3617091681604,293.7618174637479
2021-09-13,12933.488341248963,6688.56385949026,6946.586088104081,7538.755239122294,33051.35907952965,13403.405237017088,8597.577388476137,2933.159491363762,46293.01887959502,59.2393085067837,2317.1060011118207,279.2381511563898
2021-09-20,13242.820370555193,7908.757207193238,5985.070555628223,6273.33008713624,32518.95936683724,14819.476147009673,10073.6737653281,2842.4612231139413,38195.72121360448,55.2490902160255,2205.864038990079,269.19697914123134
2021-09-27,13760.691734051625,8309.170587397735,6164.763347494712,5933.360303519364,34443.53403459049,13237.541674134873,10526.700928750417,2549.591232184893,36692.65521702808,49.59320397731467,2157.8478164615253,267.9558564414713
2021-10-04,12858.33608809003,6809.232547430389,6664.570836578583,6538.7060186600875,35194.07295346835,12696.802124105023,11043.613018539918,2170.7239420678407,46455.34878277139,51.37147279090153,2352.9864508500395,276.65913511518744
2021-10-11,11846.387836474994,7974.158558945015,7118.628228722532,6933.632495920206,39461.11472175446,12796.842227762998,10016.507655422809,2250.355092163072,41502.454208853414,54.150702508558126,2278.2618921582803,278.08408575766146
2021-10-18,11742.768514042255,7859.160275993401,8586.848401276551,7570.407538532088,35276.04537585439,11192.237656653406,10096.136734210178,1896.3886577946746,36882.815303607385,52.89356325141841,2365.6286646390254,285.4419868597347
2021-10-25,9679.420079670452,9872.353470814915,8253.862159294133,8932.879139960165,31931.33431365648,11447.515117447298,7352.303723998164,2033.079591269367,47499.70212959442,61.00545793611899,2520.8083929278405,288.80469214987505
2021-11-01,8852.142396859535,9263.287565766117,8918.349631640618,7140.947211343318,34930.14684373605,12239.136554509983,8050.686745712867,2728.715512310312,55627.1041326834,53.86853031885697,2397.216539768225,302.8703068156599
2021-11-08,8558.177532455189,9031.672257442782,8120.804525713601,8650.779944148271,38600.245444911845,11842.41121978642,7723.9047414998795,2796.792713296687,51708.310621573095,60.98421663821127,2545.9461751823233,294.0033400039572
2021-11-15,8803.598904364502,10415.946336463445,9227.23450488421,8785.707660876602,39655.86261817608,11590.510003729407,7794.982850613962,2603.2149050012817,43856.84036283514,63.09535613969768,2659.0825527909114,322.44588451338706
2021-11-22,10740.149581736998,11949.520043361816,9643.824501306279,8691.352140491723,34916.517252832615,11587.199597827668,7480.812645187779,2233.245730256558,45039.82148920413,60.38004555256657,2598.787109785064,314.97413272778965
2021-11-29,10600.01882806112,12810.864589900571,9189.872086958818,7431.103932630521,38052.57227841711,10550.181726031497,6078.907095248953,1605.000046986975,49177.34822002586,55.784543315996096,2508.775941344776,303.2582072200058
2021-12-06,11371.365397108937,10563.286756407848,9586.051156188858,8508.04489142318,33543.60878634303,11461.731557342851,4917.764279734129,1385.5103681201217,50343.79084775538,74.04097672264783,2863.626017494114,339.6785070420008
2021-12-13,14799.016565769023,12382.100888141467,10014.913909169847,6533.881232666316,31326.751974465205,12990.180683569926,4640.46170772331,1714.0677833167201,43480.34156434016,62.69671217218163,2716.6709548527797,332.6185357914576
2021-12-20,14650.076595195305,11559.793584660385,10282.626250759182,14247.793417518835,28074.188047032298,11016.926512200405,5140.494592651323,1531.7565765188938,45154.06284659994,62.540835153492615,2790.354340419879,322.3595810588407
2021-12-27,16893.705516492602,13078.194181011466,13447.971888220605,10099.840737999972,33693.87689969765,10896.674985258858,5512.992491363696,1439.4998271793643,46373.305002428344,54.03091556085703,2712.4536008480636,324.96780179237624
2022-01-03,15442.256917087341,11782.518244747433,12846.184966742452,9642.2062315017,34436.63016962472,9747.69397646168,4462.901158260926,1477.3471591143536,47562.76093697598,67.50969843765607,2848.329510737251,337.2885438760504
2022-01-10,16186.509042001873,13961.922621890588,12278.260650084363,16330.085641696385,34208.709851877895,9589.490849082118,4042.8855850607206,1355.2639615080436,44405.12299574701,71.10236938051848,2739.9160831265162,323.37154643864574
2022-01-17,15537.253570179586,13569.476937524327,9543.150042409732,14739.229517847421,36138.1433718566,10789.005049896408,3887.5026145016886,1264.5251997377788,44462.848053317444,61.455096473685636,2661.384359918138,322.7961054898049
2022-01-24,16564.192163038922,12704.060784381054,9337.489402459474,11573.574920613035,44379.011673624744,10114.578760430843,3944.8956565348553,1404.002504748452,51658.033603558346,63.264837126398334,2684.7037780684395,330.7842817099702
2022-01-31,20224.276525875914,15588.053035730169,9885.747361860655,9160.933955425562,28951.13576965208,7281.312884498203,3524.577048412946,1372.7204968885453,50785.68685263109,62.6734354713311,2641.0073478884306,314.17483565191674
2022-02-07,17184.98050113649,16922.462481588835,9687.608480743804,7921.519897575357,24208.757893339098,7596.88264504687,3254.041378352465,1394.1811340190238,47200.45569565793,56.00575028126698,2586.751953133626,316.65568309544136
2022-02-14,20325.01930811518,16168.510277939271,12148.54856215831,8773.999511469543,21497.14030961089,8493.876756467682,3329.289120505144,1420.777385188903,53440.74108670171,60.869913962838964,2653.968466211606,318.8741412689495
2022-02-21,22424.16547668277,20141.94752864135,20823.651246869675,8434.381427452738,19033.247776270513,7612.9732709203245,3786.6175911229984,1707.2530666243144,43294.16695367593,61.810374299106456,2685.703883984645,315.14260840425334
2022-02-28,21875.56315402921,18503.752250136306,19313.955018495883,7228.833306020125,16853.31699095787,8160.394232628465,3561.0895657156198,1785.7390533739924,52929.44681893547,61.17388915037278,2624.102293685694,312.8286584963547
2022-03-07,19617.30708300786,18481.04474027866,15658.535836194587,6537.879483071561,16857.760026597905,6950.403972314926,7061.3071193742035,1882.2185451680893,47508.75615341155,58.60375363035959,2552.00986928148,303.84529718744466
2022-03-14,22091.789347912905,18904.669805960366,13419.213219004123,5127.466998743687,14915.643856851293,5685.170930110926,7124.107658382212,2175.655408327893,62412.47042678326,60.33143884508488,2512.623466035677,295.9415366242377
2022-03-21,22322.969565048712,17124.180751882457,11764.953936639524,5439.520269701675,16414.69925314873,6070.712075383261,5465.362353394907,2227.362006872572,39941.436631866876,60.10025236800758,2469.015621974387,299.7097380661731
2022-03-28,24707.531214803992,18139.843353574794,10737.239419689033,4294.218027674641,16732.943123117308,5061.182999601696,5320.213153015121,2265.629383279557,42002.45061463056,58.552948558606204,2393.4858051128735,289.0954661151829
2022-04-04,25761.28132156598,16513.88264972224,12212.642963040102,4898.013094538888,17712.901092285014,5423.296932471406,6153.271716631749,2551.64140460885,46924.61006039798,51.714231518984455,2295.9106691781244,262.7840827152196
2022-04-11,31961.023021514986,15569.185984419128,8032.932308813658,4876.889534549319,18346.97919095633,6863.252191519414,5781.548105162466,2872.83846322721,46823.53190652482,64.9215151412875,2485.1752170644313,285.00881808581687
2022-04-18,29385.014895234883,18282.461885111865,6242.030359443234,6290.0349655036225,18932.270957103916,5501.146883168293,5543.631020239563,2861.7394498120493,54689.75448779672,53.53385256624162,2200.5548133406996,267.46405322653
2022-04-25,25188.259751374975,14979.970698169442,6199.0380832763185,4824.500575915737,17173.96153874053,5196.082824066645,6763.292567280112,2980.884723669289,42090.62456374426,56.24817180403126,2218.153621743979,259.6561431789212
2022-05-02,26130.60668749745,10981.647687922383,6483.656573747371,4528.90502732881,21776.994373123063,5224.050557790586,6569.556037717734,2801.3111384326016,49262.06644848711,52.43661150481354,2089.977484404639,253.21362736935927
2022-05-09,26642.21640171691,14297.72805110928,7118.266520466466,5413.233551948558,20336.842280568566,5972.8292174800745,7775.231482408185,2701.252939757325,50547.262527351464,66.02566735944524,2432.58566830681,298.15773282169073
2022-05-16,30588.750566673334,18662.136595693304,7252.664951763229,5614.139947669009,15211.93453868343,6381.874726592978,8144.2073595479815,3246.503716436808,48285.30514157075,55.59267358976546,2289.0980186591655,264.52413953985535
2022-05-23,31022.813923849597,15287.796754834648,6526.352881995873,4562.512118227213,14074.166495914216,8371.12502976927,7785.544995729361,3555.0867170036945,40876.807792459935,48.59203277772971,2193.254658062553,251.8982609308969
2022-05-30,52458.42141238099,10973.983375435513,7115.123757525419,4441.671195140479,12365.716301756314,9631.578284817491,8486.062212080065,3807.4446850223608,51802.49790959501,41.11508171608917,2010.9702767199974,254.71188666556202
2022-06-06,46106.24982186855,10562.437007367596,7447.1766295135485,4248.999527239723,14199.635687268114,10164.788643791013,8944.910960339052,3923.2344933113977,50886.363647628204,45.47978578047622,2234.7122106638435,270.9780315433609
2022-06-13,30334.504119888163,10154.811256666062,6860.725339100493,4277.524586135676,15478.93567702173,10278.68239621052,10215.874965958255,3905.766055751306,47780.65936146343,35.39942334783184,1975.6743116123275,233.72699214009313
2022-06-20,24257.917534850247,9847.55829587347,7082.884403982428,3834.8335175416205,15933.855812264334,10860.272545954658,9348.054996802453,4219.206978883916,45929.02446421096,34.491310720203344,1986.328068031539,230.88784454261454
2022-06-27,19909.649099350372,8505.446296612967,6615.055290366449,3866.748874114741,22208.829944381356,9856.109859086118,9581.092871450674,4564.69241471785,46029.076322754,20.374121993328394,1788.7590722435916,210.56756187797274
2022-07-04,18340.942569691946,9337.993176683667,5701.249824079802,3270.481656233873,23513.029912337606,11572.678504293774,9711.275353597945,8603.180064561864,44647.08012942204,28.222668427687438,1819.6463039843775,208.83297778921883
2022-07-11,15169.48105789759,9728.510267052212,6008.500923243875,3647.8223930492713,45653.924798866305,10311.352622862225,10824.916857081656,6362.461459516819,47977.92470760087,28.576415872099847,1850.0863569177566,229.0776602228555
